dexnum,name,generation,type1,type2,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,percent_male,percent_female
407,Roserade,4,Grass,Poison,0.9,14.5,Natural Cure,Poison Point,Technician,60,70,65,125,105,90,515,50.0,50.0
408,Cranidos,4,Rock,,0.9,31.5,Mold Breaker,Sheer Force,,67,125,40,30,30,58,350,87.5,12.5
409,Rampardos,4,Rock,,1.6,102.5,Mold Breaker,Sheer Force,,97,165,60,65,50,58,495,87.5,12.5
410,Shieldon,4,Rock,Steel,0.5,57.0,Sturdy,Soundproof,,30,42,118,42,88,30,350,87.5,12.5
411,Bastiodon,4,Rock,Steel,1.3,149.5,Sturdy,Soundproof,,60,52,168,47,138,30,495,87.5,12.5
412,Burmy,4,Bug,,0.2,3.4,Shed Skin,Overcoat,,40,29,45,29,45,36,224,50.0,50.0
413,Wormadam,4,Bug,Grass,0.5,6.5,Anticipation,Overcoat,,60,59,85,79,105,36,424,0.0,100.0
414,Mothim,4,Bug,Flying,0.9,23.3,Swarm,Tinted Lens,,70,94,50,94,50,66,424,100.0,0.0
415,Combee,4,Bug,Flying,0.3,5.5,Honey Gather,Hustle,,30,30,42,30,42,70,244,87.5,12.5
416,Vespiquen,4,Bug,Flying,1.2,38.5,Pressure,Unnerve,,70,80,102,80,102,40,474,0.0,100.0
417,Pachirisu,4,Electric,,0.4,3.9,Run Away,Pickup,Volt Absorb,60,45,70,45,90,95,405,50.0,50.0
418,Buizel,4,Water,,0.7,29.5,Swift Swim,Water Veil,,55,65,35,60,30,85,330,50.0,50.0
419,Floatzel,4,Water,,1.1,33.5,Swift Swim,Water Veil,,85,105,55,85,50,115,495,50.0,50.0
420,Cherubi,4,Grass,,0.4,3.3,Chlorophyll,,,45,35,45,62,53,35,275,50.0,50.0
421,Cherrim,4,Grass,,0.5,9.3,Flower Gift,,,70,60,70,87,78,85,450,50.0,50.0
422,Shellos,4,Water,,0.3,6.3,Sticky Hold,Storm Drain,Sand Force,76,48,48,57,62,34,325,50.0,50.0
423,Gastrodon,4,Water,Ground,0.9,29.9,Sticky Hold,Storm Drain,Sand Force,111,83,68,92,82,39,475,50.0,50.0
424,Ambipom,4,Normal,,1.2,20.3,Technician,Pickup,Skill Link,75,100,66,60,66,115,482,50.0,50.0
425,Drifloon,4,Ghost,Flying,0.4,1.2,Aftermath,Unburden,Flare Boost,90,50,34,60,44,70,348,50.0,50.0
426,Drifblim,4,Ghost,Flying,1.2,15.0,Aftermath,Unburden,Flare Boost,150,80,44,90,54,80,498,50.0,50.0
427,Buneary,4,Normal,,0.4,5.5,Run Away,Klutz,Limber,55,66,44,44,56,85,350,50.0,50.0
428,Lopunny,4,Normal,,1.2,33.3,Cute Charm,Klutz,Limber,65,76,84,54,96,105,480,50.0,50.0
429,Mismagius,4,Ghost,,0.9,4.4,Levitate,,,60,60,60,105,105,105,495,50.0,50.0
430,Honchkrow,4,Dark,Flying,0.9,27.3,Insomnia,Super Luck,Moxie,100,125,52,105,52,71,505,50.0,50.0
431,Glameow,4,Normal,,0.5,3.9,Limber,Own Tempo,Keen Eye,49,55,42,42,37,85,310,25.0,75.0
432,Purugly,4,Normal,,1.0,43.8,Thick Fat,Own Tempo,Defiant,71,82,64,64,59,112,452,25.0,75.0
433,Chingling,4,Psychic,,0.2,0.6,Levitate,,,45,30,50,65,50,45,285,50.0,50.0
434,Stunky,4,Poison,Dark,0.4,19.2,Stench,Aftermath,Keen Eye,63,63,47,41,41,74,329,50.0,50.0
435,Skuntank,4,Poison,Dark,1.0,38.0,Stench,Aftermath,Keen Eye,103,93,67,71,61,84,479,50.0,50.0
436,Bronzor,4,Steel,Psychic,0.5,60.5,Levitate,Heatproof,Heavy Metal,57,24,86,24,86,23,300,,
437,Bronzong,4,Steel,Psychic,1.3,187.0,Levitate,Heatproof,Heavy Metal,67,89,116,79,116,33,500,,
438,Bonsly,4,Rock,,0.5,15.0,Sturdy,Rock Head,Rattled,50,80,95,10,45,10,290,50.0,50.0
439,Mime Jr.,4,Psychic,Fairy,0.6,13.0,Soundproof,Filter,Technician,20,25,45,70,90,60,310,50.0,50.0
440,Happiny,4,Normal,,0.6,24.4,Natural Cure,Serene Grace,Friend Guard,100,5,5,15,65,30,220,0.0,100.0
441,Chatot,4,Normal,Flying,0.5,1.9,Keen Eye,Tangled Feet,Big Pecks,76,65,45,92,42,91,411,50.0,50.0
442,Spiritomb,4,Ghost,Dark,1.0,108.0,Pressure,Infiltrator,,50,92,108,92,108,35,485,50.0,50.0
443,Gible,4,Dragon,Ground,0.7,20.5,Sand Veil,Rough Skin,,58,70,45,40,45,42,300,50.0,50.0
444,Gabite,4,Dragon,Ground,1.4,56.0,Sand Veil,Rough Skin,,68,90,65,50,55,82,410,50.0,50.0
445,Garchomp,4,Dragon,Ground,1.9,95.0,Sand Veil,Rough Skin,,108,130,95,80,85,102,600,50.0,50.0
446,Munchlax,4,Normal,,0.6,105.0,Pickup,Thick Fat,Gluttony,135,85,40,40,85,5,390,87.5,12.5
447,Riolu,4,Fighting,,0.7,20.2,Steadfast,Inner Focus,Prankster,40,70,40,35,40,60,285,87.5,12.5
448,Lucario,4,Fighting,Steel,1.2,54.0,Steadfast,Inner Focus,Justified,70,110,70,115,70,90,525,87.5,12.5
449,Hippopotas,4,Ground,,0.8,49.5,Sand Stream,Sand Force,,68,72,78,38,42,32,330,50.0,50.0
450,Hippowdon,4,Ground,,2.0,300.0,Sand Stream,Sand Force,,108,112,118,68,72,47,525,50.0,50.0
451,Skorupi,4,Poison,Bug,0.8,12.0,Battle Armor,Sniper,Keen Eye,40,50,90,30,55,65,330,50.0,50.0
452,Drapion,4,Poison,Dark,1.3,61.5,Battle Armor,Sniper,Keen Eye,70,90,110,60,75,95,500,50.0,50.0
453,Croagunk,4,Poison,Fighting,0.7,23.0,Anticipation,Dry Skin,Poison Touch,48,61,40,61,40,50,300,50.0,50.0
454,Toxicroak,4,Poison,Fighting,1.3,44.4,Anticipation,Dry Skin,Poison Touch,83,106,65,86,65,85,490,50.0,50.0
455,Carnivine,4,Grass,,1.4,27.0,Levitate,,,74,100,72,90,72,46,454,50.0,50.0
456,Finneon,4,Water,,0.4,7.0,Swift Swim,Storm Drain,Water Veil,49,49,56,49,61,66,330,50.0,50.0
457,Lumineon,4,Water,,1.2,24.0,Swift Swim,Storm Drain,Water Veil,69,69,76,69,86,91,460,50.0,50.0
458,Mantyke,4,Water,Flying,1.0,65.0,Swift Swim,Water Absorb,Water Veil,45,20,50,60,120,50,345,50.0,50.0
459,Snover,4,Grass,Ice,1.0,50.5,Snow Warning,Soundproof,,60,62,50,62,60,40,334,50.0,50.0
460,Abomasnow,4,Grass,Ice,2.2,135.5,Snow Warning,Soundproof,,90,92,75,92,85,60,494,50.0,50.0
461,Weavile,4,Dark,Ice,1.1,34.0,Pressure,Pickpocket,,70,120,65,45,85,125,510,50.0,50.0
462,Magnezone,4,Electric,Steel,1.2,180.0,Magnet Pull,Sturdy,Analytic,70,70,115,130,90,60,535,,
463,Lickilicky,4,Normal,,1.7,140.0,Own Tempo,Oblivious,Cloud Nine,110,85,95,80,95,50,515,50.0,50.0
464,Rhyperior,4,Ground,Rock,2.4,282.8,Lightning Rod,Solid Rock,Reckless,115,140,130,55,55,40,535,50.0,50.0
465,Tangrowth,4,Grass,,2.0,128.6,Chlorophyll,Leaf Guard,Regenerator,100,100,125,110,50,50,535,50.0,50.0
466,Electivire,4,Electric,,1.8,138.6,Motor Drive,Vital Spirit,,75,123,67,95,85,95,540,75.0,25.0
467,Magmortar,4,Fire,,1.6,68.0,Flame Body,Vital Spirit,,75,95,67,125,95,83,540,75.0,25.0
468,Togekiss,4,Fairy,Flying,1.5,38.0,Hustle,Serene Grace,Super Luck,85,50,95,120,115,80,545,87.5,12.5
469,Yanmega,4,Bug,Flying,1.9,51.5,Speed Boost,Tinted Lens,Frisk,86,76,86,116,56,95,515,50.0,50.0
470,Leafeon,4,Grass,,1.0,25.5,Leaf Guard,Chlorophyll,,65,110,130,60,65,95,525,87.5,12.5
471,Glaceon,4,Ice,,0.8,25.9,Snow Cloak,Ice Body,,65,60,110,130,95,65,525,87.5,12.5
472,Gliscor,4,Ground,Flying,2.0,42.5,Hyper Cutter,Sand Veil,Poison Heal,75,95,125,45,75,95,510,50.0,50.0
473,Mamoswine,4,Ice,Ground,2.5,291.0,Oblivious,Snow Cloak,Thick Fat,110,130,80,70,60,80,530,50.0,50.0
474,Porygon-Z,4,Normal,,0.9,34.0,Adaptability,Download,Analytic,85,80,70,135,75,90,535,,
475,Gallade,4,Psychic,Fighting,1.6,52.0,Steadfast,Sharpness,Justified,68,125,65,65,115,80,518,100.0,0.0
476,Probopass,4,Rock,Steel,1.4,340.0,Sturdy,Magnet Pull,Sand Force,60,55,145,75,150,40,525,50.0,50.0
477,Dusknoir,4,Ghost,,2.2,106.6,Pressure,Frisk,,45,100,135,65,135,45,525,50.0,50.0
478,Froslass,4,Ice,Ghost,1.3,26.6,Snow Cloak,Cursed Body,,70,80,70,80,70,110,480,0.0,100.0
479,Rotom,4,Electric,Ghost,0.3,0.3,Levitate,,,50,50,77,95,77,91,440,,
480,Uxie,4,Psychic,,0.3,0.3,Levitate,,,75,75,130,75,130,95,580,,
481,Mesprit,4,Psychic,,0.3,0.3,Levitate,,,80,105,105,105,105,80,580,,
482,Azelf,4,Psychic,,0.3,0.3,Levitate,,,75,125,70,125,70,115,580,,
483,Dialga,4,Steel,Dragon,5.4,683.0,Pressure,Telepathy,,100,120,120,150,100,90,680,,
484,Palkia,4,Water,Dragon,4.2,336.0,Pressure,Telepathy,,90,120,100,150,120,100,680,,
485,Heatran,4,Fire,Steel,1.7,430.0,Flash Fire,Flame Body,,91,90,106,130,106,77,600,50.0,50.0
486,Regigigas,4,Normal,,3.7,420.0,Slow Start,,,110,160,110,80,110,100,670,,
487,Giratina,4,Ghost,Dragon,4.5,750.0,Pressure,Telepathy,,150,100,120,100,120,90,680,,
488,Cresselia,4,Psychic,,1.5,85.6,Levitate,,,120,70,110,75,120,85,580,0.0,100.0
489,Phione,4,Water,,0.4,3.1,Hydration,,,80,80,80,80,80,80,480,,
490,Manaphy,4,Water,,0.3,1.4,Hydration,,,100,100,100,100,100,100,600,,
491,Darkrai,4,Dark,,1.5,50.5,Bad Dreams,,,70,90,90,135,90,125,600,,
492,Shaymin,4,Grass,,0.2,2.1,Natural Cure,,,100,100,100,100,100,100,600,,
493,Arceus,4,Normal,,3.2,320.0,Multitype,,,120,120,120,120,120,120,720,,
494,Victini,5,Psychic,Fire,0.4,4.0,Victory Star,,,100,100,100,100,100,100,600,,
495,Snivy,5,Grass,,0.6,8.1,Overgrow,Contrary,,45,45,55,45,55,63,308,87.5,12.5
496,Servine,5,Grass,,0.8,16.0,Overgrow,Contrary,,60,60,75,60,75,83,413,87.5,12.5
497,Serperior,5,Grass,,3.3,63.0,Overgrow,Contrary,,75,75,95,75,95,113,528,87.5,12.5
498,Tepig,5,Fire,,0.5,9.9,Blaze,Thick Fat,,65,63,45,45,45,45,308,87.5,12.5
499,Pignite,5,Fire,Fighting,1.0,55.5,Blaze,Thick Fat,,90,93,55,70,55,55,418,87.5,12.5
500,Emboar,5,Fire,Fighting,1.6,150.0,Blaze,Reckless,,110,123,65,100,65,65,528,87.5,12.5
501,Oshawott,5,Water,,0.5,5.9,Torrent,Shell Armor,,55,55,45,63,45,45,308,87.5,12.5
502,Dewott,5,Water,,0.8,24.5,Torrent,Shell Armor,,75,75,60,83,60,60,413,87.5,12.5
503,Samurott,5,Water,,1.5,94.6,Torrent,Shell Armor,,95,100,85,108,70,70,528,87.5,12.5
504,Patrat,5,Normal,,0.5,11.6,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,255,50.0,50.0
505,Watchog,5,Normal,,1.1,27.0,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,420,50.0,50.0
506,Lillipup,5,Normal,,0.4,4.1,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,275,50.0,50.0
507,Herdier,5,Normal,,0.9,14.7,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,370,50.0,50.0
508,Stoutland,5,Normal,,1.2,61.0,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,500,50.0,50.0
509,Purrloin,5,Dark,,0.4,10.1,Limber,Unburden,Prankster,41,50,37,50,37,66,281,50.0,50.0
510,Liepard,5,Dark,,1.1,37.5,Limber,Unburden,Prankster,64,88,50,88,50,106,446,50.0,50.0
511,Pansage,5,Grass,,0.6,10.5,Gluttony,Overgrow,,50,53,48,53,48,64,316,87.5,12.5
512,Simisage,5,Grass,,1.1,30.5,Gluttony,Overgrow,,75,98,63,98,63,101,498,87.5,12.5
513,Pansear,5,Fire,,0.6,11.0,Gluttony,Blaze,,50,53,48,53,48,64,316,87.5,12.5
514,Simisear,5,Fire,,1.0,28.0,Gluttony,Blaze,,75,98,63,98,63,101,498,87.5,12.5
515,Panpour,5,Water,,0.6,13.5,Gluttony,Torrent,,50,53,48,53,48,64,316,87.5,12.5
516,Simipour,5,Water,,1.0,29.0,Gluttony,Torrent,,75,98,63,98,63,101,498,87.5,12.5
517,Munna,5,Psychic,,0.6,23.3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,50.0,50.0
518,Musharna,5,Psychic,,1.1,60.5,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,50.0,50.0
519,Pidove,5,Normal,Flying,0.3,2.1,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,50.0,50.0
520,Tranquill,5,Normal,Flying,0.6,15.0,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,50.0,50.0
521,Unfezant,5,Normal,Flying,1.2,29.0,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,50.0,50.0
522,Blitzle,5,Electric,,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,50.0,50.0
523,Zebstrika,5,Electric,,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,50.0,50.0
524,Roggenrola,5,Rock,,0.4,18.0,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,50.0,50.0
525,Boldore,5,Rock,,0.9,102.0,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,50.0,50.0
526,Gigalith,5,Rock,,1.7,260.0,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,50.0,50.0
527,Woobat,5,Psychic,Flying,0.4,2.1,Unaware,Klutz,Simple,65,45,43,55,43,72,323,50.0,50.0
528,Swoobat,5,Psychic,Flying,0.9,10.5,Unaware,Klutz,Simple,67,57,55,77,55,114,425,50.0,50.0
529,Drilbur,5,Ground,,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,50.0,50.0
530,Excadrill,5,Ground,Steel,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,50.0,50.0
531,Audino,5,Normal,,1.1,31.0,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,50.0,50.0
532,Timburr,5,Fighting,,0.6,12.5,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,75.0,25.0
533,Gurdurr,5,Fighting,,1.2,40.0,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,75.0,25.0
534,Conkeldurr,5,Fighting,,1.4,87.0,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,75.0,25.0
535,Tympole,5,Water,,0.5,4.5,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,50.0,50.0
536,Palpitoad,5,Water,Ground,0.8,17.0,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,50.0,50.0
537,Seismitoad,5,Water,Ground,1.5,62.0,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,50.0,50.0
538,Throh,5,Fighting,,1.3,55.5,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,100.0,0.0
539,Sawk,5,Fighting,,1.4,51.0,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,100.0,0.0
540,Sewaddle,5,Bug,Grass,0.3,2.5,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,50.0,50.0
541,Swadloon,5,Bug,Grass,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,50.0,50.0
542,Leavanny,5,Bug,Grass,1.2,20.5,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,50.0,50.0
543,Venipede,5,Bug,Poison,0.4,5.3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,50.0,50.0
544,Whirlipede,5,Bug,Poison,1.2,58.5,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,50.0,50.0
545,Scolipede,5,Bug,Poison,2.5,200.5,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,50.0,50.0
546,Cottonee,5,Grass,Fairy,0.3,0.6,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,50.0,50.0
547,Whimsicott,5,Grass,Fairy,0.7,6.6,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,50.0,50.0
548,Petilil,5,Grass,,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,0.0,100.0
549,Lilligant,5,Grass,,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,0.0,100.0
550,Basculin,5,Water,,1.0,18.0,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,50.0,50.0
551,Sandile,5,Ground,Dark,0.7,15.2,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,50.0,50.0
552,Krokorok,5,Ground,Dark,1.0,33.4,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,50.0,50.0
553,Krookodile,5,Ground,Dark,1.5,96.3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,50.0,50.0
554,Darumaka,5,Fire,,0.6,37.5,Hustle,Inner Focus,,70,90,45,15,45,50,315,50.0,50.0
555,Darmanitan,5,Fire,,1.3,92.9,Sheer Force,Zen Mode,,105,140,55,30,55,95,480,50.0,50.0
556,Maractus,5,Grass,,1.0,28.0,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,50.0,50.0
557,Dwebble,5,Bug,Rock,0.3,14.5,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,50.0,50.0
558,Crustle,5,Bug,Rock,1.4,200.0,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,50.0,50.0
559,Scraggy,5,Dark,Fighting,0.6,11.8,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,50.0,50.0
560,Scrafty,5,Dark,Fighting,1.1,30.0,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,50.0,50.0
561,Sigilyph,5,Psychic,Flying,1.4,14.0,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,50.0,50.0
562,Yamask,5,Ghost,,0.5,1.5,Mummy,,,38,30,85,55,65,30,303,50.0,50.0
563,Cofagrigus,5,Ghost,,1.7,76.5,Mummy,,,58,50,145,95,105,30,483,50.0,50.0
564,Tirtouga,5,Water,Rock,0.7,16.5,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,87.5,12.5
565,Carracosta,5,Water,Rock,1.2,81.0,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,87.5,12.5
566,Archen,5,Rock,Flying,0.5,9.5,Defeatist,,,55,112,45,74,45,70,401,87.5,12.5
567,Archeops,5,Rock,Flying,1.4,32.0,Defeatist,,,75,140,65,112,65,110,567,87.5,12.5
568,Trubbish,5,Poison,,0.6,31.0,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,50.0,50.0
569,Garbodor,5,Poison,,1.9,107.3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,50.0,50.0
570,Zorua,5,Dark,,0.7,12.5,Illusion,,,40,65,40,80,40,65,330,87.5,12.5
571,Zoroark,5,Dark,,1.6,81.1,Illusion,,,60,105,60,120,60,105,510,87.5,12.5
572,Minccino,5,Normal,,0.4,5.8,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,25.0,75.0
573,Cinccino,5,Normal,,0.5,7.5,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,25.0,75.0
574,Gothita,5,Psychic,,0.4,5.8,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,25.0,75.0
575,Gothorita,5,Psychic,,0.7,18.0,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,25.0,75.0
576,Gothitelle,5,Psychic,,1.5,44.0,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,25.0,75.0
577,Solosis,5,Psychic,,0.3,1.0,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,50.0,50.0
578,Duosion,5,Psychic,,0.6,8.0,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,50.0,50.0
579,Reuniclus,5,Psychic,,1.0,20.1,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,50.0,50.0
580,Ducklett,5,Water,Flying,0.5,5.5,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,50.0,50.0
581,Swanna,5,Water,Flying,1.3,24.2,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,50.0,50.0
582,Vanillite,5,Ice,,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,50.0,50.0
583,Vanillish,5,Ice,,1.1,41.0,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,50.0,50.0
584,Vanilluxe,5,Ice,,1.3,57.5,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,50.0,50.0
585,Deerling,5,Normal,Grass,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,50.0,50.0
586,Sawsbuck,5,Normal,Grass,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,50.0,50.0
587,Emolga,5,Electric,Flying,0.4,5.0,Static,Motor Drive,,55,75,60,75,60,103,428,50.0,50.0
588,Karrablast,5,Bug,,0.5,5.9,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,50.0,50.0
589,Escavalier,5,Bug,Steel,1.0,33.0,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,50.0,50.0
590,Foongus,5,Grass,Poison,0.2,1.0,Effect Spore,Regenerator,,69,55,45,55,55,15,294,50.0,50.0
591,Amoonguss,5,Grass,Poison,0.6,10.5,Effect Spore,Regenerator,,114,85,70,85,80,30,464,50.0,50.0
592,Frillish,5,Water,Ghost,1.2,33.0,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,50.0,50.0
593,Jellicent,5,Water,Ghost,2.2,135.0,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,50.0,50.0
594,Alomomola,5,Water,,1.2,31.6,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,50.0,50.0
595,Joltik,5,Bug,Electric,0.1,0.6,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,50.0,50.0
596,Galvantula,5,Bug,Electric,0.8,14.3,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,50.0,50.0
597,Ferroseed,5,Grass,Steel,0.6,18.8,Iron Barbs,,,44,50,91,24,86,10,305,50.0,50.0
598,Ferrothorn,5,Grass,Steel,1.0,110.0,Iron Barbs,Anticipation,,74,94,131,54,116,20,489,50.0,50.0
599,Klink,5,Steel,,0.3,21.0,Plus,Minus,Clear Body,40,55,70,45,60,30,300,,
600,Klang,5,Steel,,0.6,51.0,Plus,Minus,Clear Body,60,80,95,70,85,50,440,,
601,Klinklang,5,Steel,,0.6,81.0,Plus,Minus,Clear Body,60,100,115,70,85,90,520,,
602,Tynamo,5,Electric,,0.2,0.3,Levitate,,,35,55,40,45,40,60,275,50.0,50.0
603,Eelektrik,5,Electric,,1.2,22.0,Levitate,,,65,85,70,75,70,40,405,50.0,50.0
604,Eelektross,5,Electric,,2.1,80.5,Levitate,,,85,115,80,105,80,50,515,50.0,50.0
605,Elgyem,5,Psychic,,0.5,9.0,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,50.0,50.0
606,Beheeyem,5,Psychic,,1.0,34.5,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,50.0,50.0
607,Litwick,5,Ghost,Fire,0.3,3.1,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,50.0,50.0
608,Lampent,5,Ghost,Fire,0.6,13.0,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,50.0,50.0
609,Chandelure,5,Ghost,Fire,1.0,34.3,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,50.0,50.0
