dexnum,name,generation,type1,type2,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,percent_male,percent_female
821,Rookidee,8,Flying,,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,245,50.0,50.0
822,Corvisquire,8,Flying,,0.8,16.0,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,365,50.0,50.0
823,Corviknight,8,Flying,Steel,2.2,75.0,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,495,50.0,50.0
824,Blipbug,8,Bug,,0.4,8.0,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,180,50.0,50.0
825,Dottler,8,Bug,Psychic,0.4,19.5,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,335,50.0,50.0
826,Orbeetle,8,Bug,Psychic,0.4,40.8,Swarm,Frisk,Telepathy,60,45,110,80,120,90,505,50.0,50.0
827,Nickit,8,Dark,,0.6,8.9,Run Away,Unburden,Stakeout,40,28,28,47,52,50,245,50.0,50.0
828,Thievul,8,Dark,,1.2,19.9,Run Away,Unburden,Stakeout,70,58,58,87,92,90,455,50.0,50.0
829,Gossifleur,8,Grass,,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,250,50.0,50.0
830,Eldegoss,8,Grass,,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,460,50.0,50.0
831,Wooloo,8,Normal,,0.6,6.0,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,270,50.0,50.0
832,Dubwool,8,Normal,,1.3,43.0,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,490,50.0,50.0
833,Chewtle,8,Water,,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,284,50.0,50.0
834,Drednaw,8,Water,Rock,1.0,115.5,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,485,50.0,50.0
835,Yamper,8,Electric,,0.3,13.5,Ball Fetch,Rattled,,59,45,50,40,50,26,270,50.0,50.0
836,Boltund,8,Electric,,1.0,34.0,Strong Jaw,Competitive,,69,90,60,90,60,121,490,50.0,50.0
837,Rolycoly,8,Rock,,0.3,12.0,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,240,50.0,50.0
838,Carkol,8,Rock,Fire,1.1,78.0,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,410,50.0,50.0
839,Coalossal,8,Rock,Fire,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,510,50.0,50.0
840,Applin,8,Grass,Dragon,0.2,0.5,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,260,50.0,50.0
841,Flapple,8,Grass,Dragon,0.3,1.0,Ripen,Gluttony,Hustle,70,110,80,95,60,70,485,50.0,50.0
842,Appletun,8,Grass,Dragon,0.4,13.0,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,485,50.0,50.0
843,Silicobra,8,Ground,,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,315,50.0,50.0
844,Sandaconda,8,Ground,,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,510,50.0,50.0
845,Cramorant,8,Flying,Water,0.8,18.0,Gulp Missile,,,70,85,55,85,95,85,475,50.0,50.0
846,Arrokuda,8,Water,,0.5,1.0,Swift Swim,Propeller Tail,,41,63,40,40,30,66,280,50.0,50.0
847,Barraskewda,8,Water,,1.3,30.0,Swift Swim,Propeller Tail,,61,123,60,60,50,136,490,50.0,50.0
848,Toxel,8,Electric,Poison,0.4,11.0,Rattled,Static,Klutz,40,38,35,54,35,40,242,50.0,50.0
849,Toxtricity,8,Electric,Poison,1.6,40.0,Punk Rock,Plus,Technician,75,98,70,114,70,75,502,50.0,50.0
850,Sizzlipede,8,Fire,Bug,0.7,1.0,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,305,50.0,50.0
851,Centiskorch,8,Fire,Bug,3.0,120.0,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,525,50.0,50.0
852,Clobbopus,8,Fighting,,0.6,4.0,Limber,Technician,,50,68,60,50,50,32,310,50.0,50.0
853,Grapploct,8,Fighting,,1.6,39.0,Limber,Technician,,80,118,90,70,80,42,480,50.0,50.0
854,Sinistea,8,Ghost,,0.1,0.2,Weak Armor,Cursed Body,,40,45,45,74,54,50,308,,
855,Polteageist,8,Ghost,,0.2,0.4,Weak Armor,Cursed Body,,60,65,65,134,114,70,508,,
856,Hatenna,8,Psychic,,0.4,3.4,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,265,0.0,100.0
857,Hattrem,8,Psychic,,0.6,4.8,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,370,0.0,100.0
858,Hatterene,8,Psychic,Fairy,2.1,5.1,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,510,0.0,100.0
859,Impidimp,8,Dark,Fairy,0.4,5.5,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,265,100.0,0.0
860,Morgrem,8,Dark,Fairy,0.8,12.5,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,370,100.0,0.0
861,Grimmsnarl,8,Dark,Fairy,1.5,61.0,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,510,100.0,0.0
862,Obstagoon,8,Dark,Normal,1.6,46.0,Reckless,Guts,Defiant,93,90,101,60,81,95,520,50.0,50.0
863,Perrserker,8,Steel,,0.8,28.0,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,440,50.0,50.0
864,Cursola,8,Ghost,,1.0,0.4,Weak Armor,Perish Body,,60,95,50,145,130,30,510,25.0,75.0
865,Sirfetch'd,8,Fighting,,0.8,117.0,Steadfast,Scrappy,,62,135,95,68,82,65,507,50.0,50.0
866,Mr. Rime,8,Ice,Psychic,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,520,50.0,50.0
867,Runerigus,8,Ground,Ghost,1.6,66.6,Wandering Spirit,,,58,95,145,50,105,30,483,50.0,50.0
868,Milcery,8,Fairy,,0.2,0.3,Sweet Veil,Aroma Veil,,45,40,40,50,61,34,270,0.0,100.0
869,Alcremie,8,Fairy,,0.3,0.5,Sweet Veil,Aroma Veil,,65,60,75,110,121,64,495,0.0,100.0
870,Falinks,8,Fighting,,3.0,62.0,Battle Armor,Defiant,,65,100,100,70,60,75,470,,
871,Pincurchin,8,Electric,,0.3,1.0,Lightning Rod,Electric Surge,,48,101,95,91,85,15,435,50.0,50.0
872,Snom,8,Ice,Bug,0.3,3.8,Shield Dust,Ice Scales,,30,25,35,45,30,20,185,50.0,50.0
873,Frosmoth,8,Ice,Bug,1.3,42.0,Shield Dust,Ice Scales,,70,65,60,125,90,65,475,50.0,50.0
874,Stonjourner,8,Rock,,2.5,520.0,Power Spot,,,100,125,135,20,20,70,470,50.0,50.0
875,Eiscue,8,Ice,,1.4,89.0,Ice Face,,,75,80,110,65,90,50,470,50.0,50.0
876,Indeedee,8,Psychic,Normal,0.9,28.0,Inner Focus,Synchronize,Psychic Surge,60,65,55,105,95,95,475,100.0,0.0
877,Morpeko,8,Electric,Dark,0.3,3.0,Hunger Switch,,,58,95,58,70,58,97,436,50.0,50.0
878,Cufant,8,Steel,,1.2,100.0,Sheer Force,Heavy Metal,,72,80,49,40,49,40,330,50.0,50.0
879,Copperajah,8,Steel,,3.0,650.0,Sheer Force,Heavy Metal,,122,130,69,80,69,30,500,50.0,50.0
880,Dracozolt,8,Electric,Dragon,1.8,190.0,Volt Absorb,Hustle,Sand Rush,90,100,90,80,70,75,505,,
881,Arctozolt,8,Electric,Ice,2.3,150.0,Volt Absorb,Static,Slush Rush,90,100,90,90,80,55,505,,
882,Dracovish,8,Water,Dragon,2.3,215.0,Water Absorb,Strong Jaw,Sand Rush,90,90,100,70,80,75,505,,
883,Arctovish,8,Water,Ice,2.0,175.0,Water Absorb,Ice Body,Slush Rush,90,90,100,80,90,55,505,,
884,Duraludon,8,Steel,Dragon,1.8,40.0,Light Metal,Heavy Metal,Stalwart,70,95,115,120,50,85,535,50.0,50.0
885,Dreepy,8,Dragon,Ghost,0.5,2.0,Clear Body,Infiltrator,Cursed Body,28,60,30,40,30,82,270,50.0,50.0
886,Drakloak,8,Dragon,Ghost,1.4,11.0,Clear Body,Infiltrator,Cursed Body,68,80,50,60,50,102,410,50.0,50.0
887,Dragapult,8,Dragon,Ghost,3.0,50.0,Clear Body,Infiltrator,Cursed Body,88,120,75,100,75,142,600,50.0,50.0
888,Zacian,8,Fairy,,2.8,110.0,Intrepid Sword,,,92,120,115,80,115,138,660,,
889,Zamazenta,8,Fighting,,2.9,210.0,Dauntless Shield,,,92,120,115,80,115,138,660,,
890,Eternatus,8,Poison,Dragon,20.0,950.0,Pressure,,,140,85,95,145,95,130,690,,
891,Kubfu,8,Fighting,,0.6,12.0,Inner Focus,,,60,90,60,53,50,72,385,87.5,12.5
892,Urshifu,8,Fighting,Dark,1.9,105.0,Unseen Fist,,,100,130,100,63,60,97,550,87.5,12.5
893,Zarude,8,Dark,Grass,1.8,70.0,Leaf Guard,,,105,120,105,70,95,105,600,,
894,Regieleki,8,Electric,,1.2,145.0,Transistor,,,80,100,50,100,50,200,580,,
895,Regidrago,8,Dragon,,2.1,200.0,Dragon's Maw,,,200,100,50,100,50,80,580,,
896,Glastrier,8,Ice,,2.2,800.0,Chilling Neigh,,,100,145,130,65,110,30,580,,
897,Spectrier,8,Ghost,,2.0,44.5,Grim Neigh,,,100,65,60,145,80,130,580,,
898,Calyrex,8,Psychic,Grass,1.1,7.7,Unnerve,,,100,80,80,80,80,80,500,,
899,Wyrdeer,8,Normal,Psychic,1.8,95.1,Intimidate,Frisk,Sap Sipper,103,105,72,105,75,65,525,50.0,50.0
900,Kleavor,8,Bug,Rock,1.8,89.0,Swarm,Sheer Force,Sharpness,70,135,95,45,70,85,500,50.0,50.0
901,Ursaluna,8,Ground,Normal,2.4,290.0,Guts,Bulletproof,Unnerve,130,140,105,45,80,50,550,50.0,50.0
902,Basculegion,8,Water,Ghost,3.0,110.0,Swift Swim,Adaptability,Mold Breaker,120,112,65,80,75,78,530,100.0,0.0
903,Sneasler,8,Fighting,Poison,1.3,43.0,Pressure,Unburden,Poison Touch,80,130,60,40,80,120,510,50.0,50.0
904,Overqwil,8,Dark,Poison,2.5,60.5,Poison Point,Swift Swim,Intimidate,85,115,95,65,65,85,510,50.0,50.0
905,Enamorus,8,Fairy,Flying,1.6,48.0,Cute Charm,Contrary,,74,115,70,135,80,106,580,0.0,100.0
906,Sprigatito,9,Grass,,0.4,4.1,Overgrow,Protean,,40,61,54,45,45,65,310,87.5,12.5
907,Floragato,9,Grass,,0.9,12.2,Overgrow,Protean,,61,80,63,60,63,83,410,87.5,12.5
908,Meowscarada,9,Grass,Dark,1.5,31.2,Overgrow,Protean,,76,110,70,81,70,123,530,87.5,12.5
909,Fuecoco,9,Fire,,0.4,9.8,Blaze,Unaware,,67,45,59,63,40,36,310,87.5,12.5
910,Crocalor,9,Fire,,1.0,30.7,Blaze,Unaware,,81,55,78,90,58,49,411,87.5,12.5
911,Skeledirge,9,Fire,Ghost,1.6,326.5,Blaze,Unaware,,104,75,100,110,75,66,530,87.5,12.5
912,Quaxly,9,Water,,0.5,6.1,Torrent,Moxie,,55,65,45,50,45,50,310,87.5,12.5
913,Quaxwell,9,Water,,1.2,21.5,Torrent,Moxie,,70,85,65,65,60,65,410,87.5,12.5
914,Quaquaval,9,Water,Fighting,1.8,61.9,Torrent,Moxie,,85,120,80,85,75,85,530,87.5,12.5
915,Lechonk,9,Normal,,0.5,10.2,Aroma Veil,Gluttony,Thick Fat,54,45,40,35,45,35,254,50.0,50.0
916,Oinkologne,9,Normal,,1.0,120.0,Lingering Aroma,Gluttony,Thick Fat,110,100,75,59,80,65,489,100.0,0.0
917,Tarountula,9,Bug,,0.3,4.0,Insomnia,Stakeout,,35,41,45,29,40,20,210,50.0,50.0
918,Spidops,9,Bug,,1.0,16.5,Insomnia,Stakeout,,60,79,92,52,86,35,404,50.0,50.0
919,Nymble,9,Bug,,0.2,1.0,Swarm,Tinted Lens,,33,46,40,21,25,45,210,50.0,50.0
920,Lokix,9,Bug,Dark,1.0,17.5,Swarm,Tinted Lens,,71,102,78,52,55,92,450,50.0,50.0
921,Pawmi,9,Electric,,0.3,2.5,Static,Natural Cure,Iron Fist,45,50,20,40,25,60,240,50.0,50.0
922,Pawmo,9,Electric,Fighting,0.4,6.5,Volt Absorb,Natural Cure,Iron Fist,60,75,40,50,40,85,350,50.0,50.0
923,Pawmot,9,Electric,Fighting,0.9,41.0,Volt Absorb,Natural Cure,Iron Fist,70,115,70,70,60,105,490,50.0,50.0
924,Tandemaus,9,Normal,,0.3,1.8,Run Away,Pickup,Own Tempo,50,50,45,40,45,75,305,,
925,Maushold,9,Normal,,0.3,2.8,Friend Guard,Cheek Pouch,Technician,74,75,70,65,75,111,470,,
926,Fidough,9,Fairy,,0.3,10.9,Own Tempo,Klutz,,37,55,70,30,55,65,312,50.0,50.0
927,Dachsbun,9,Fairy,,0.5,14.9,Well-Baked Body,Aroma Veil,,57,80,115,50,80,95,477,50.0,50.0
928,Smoliv,9,Grass,Normal,0.3,6.5,Early Bird,Harvest,,41,35,45,58,51,30,260,50.0,50.0
929,Dolliv,9,Grass,Normal,0.6,11.9,Early Bird,Harvest,,52,53,60,78,78,33,354,50.0,50.0
930,Arboliva,9,Grass,Normal,1.4,48.2,Seed Sower,Harvest,,78,69,90,125,109,39,510,50.0,50.0
931,Squawkabilly,9,Normal,Flying,0.6,2.4,Intimidate,Hustle,Guts,82,96,51,45,51,92,417,50.0,50.0
932,Nacli,9,Rock,,0.4,16.0,Purifying Salt,Sturdy,Clear Body,55,55,75,35,35,25,280,50.0,50.0
933,Naclstack,9,Rock,,0.6,105.0,Purifying Salt,Sturdy,Clear Body,60,60,100,35,65,35,355,50.0,50.0
934,Garganacl,9,Rock,,2.3,240.0,Purifying Salt,Sturdy,Clear Body,100,100,130,45,90,35,500,50.0,50.0
935,Charcadet,9,Fire,,0.6,10.5,Flash Fire,Flame Body,,40,50,40,50,40,35,255,50.0,50.0
936,Armarouge,9,Fire,Psychic,1.5,85.0,Flash Fire,Weak Armor,,85,60,100,125,80,75,525,50.0,50.0
937,Ceruledge,9,Fire,Ghost,1.6,62.0,Flash Fire,Weak Armor,,75,125,80,60,100,85,525,50.0,50.0
938,Tadbulb,9,Electric,,0.3,0.4,Own Tempo,Static,Damp,61,31,41,59,35,45,272,50.0,50.0
939,Bellibolt,9,Electric,,1.2,113.0,Electromorphosis,Static,Damp,109,64,91,103,83,45,495,50.0,50.0
940,Wattrel,9,Electric,Flying,0.4,3.6,Wind Power,Volt Absorb,Competitive,40,40,35,55,40,70,280,50.0,50.0
941,Kilowattrel,9,Electric,Flying,1.4,38.6,Wind Power,Volt Absorb,Competitive,70,70,60,105,60,125,490,50.0,50.0
942,Maschiff,9,Dark,,0.5,16.0,Intimidate,Run Away,Stakeout,60,78,60,40,51,51,340,50.0,50.0
943,Mabosstiff,9,Dark,,1.1,61.0,Intimidate,Guard Dog,Stakeout,80,120,90,60,70,85,505,50.0,50.0
944,Shroodle,9,Poison,Normal,0.2,0.7,Unburden,Pickpocket,Prankster,40,65,35,40,35,75,290,50.0,50.0
945,Grafaiai,9,Poison,Normal,0.7,27.2,Unburden,Poison Touch,Prankster,63,95,65,80,72,110,485,50.0,50.0
946,Bramblin,9,Grass,Ghost,0.6,0.6,Wind Rider,Infiltrator,,40,65,30,45,35,60,275,50.0,50.0
947,Brambleghast,9,Grass,Ghost,1.2,6.0,Wind Rider,Infiltrator,,55,115,70,80,70,90,480,50.0,50.0
948,Toedscool,9,Ground,Grass,0.9,33.0,Mycelium Might,,,40,40,35,50,100,70,335,50.0,50.0
949,Toedscruel,9,Ground,Grass,1.9,58.0,Mycelium Might,,,80,70,65,80,120,100,515,50.0,50.0
950,Klawf,9,Rock,,1.3,79.0,Anger Shell,Shell Armor,Regenerator,70,100,115,35,55,75,450,50.0,50.0
951,Capsakid,9,Grass,,0.3,3.0,Chlorophyll,Insomnia,Klutz,50,62,40,62,40,50,304,50.0,50.0
952,Scovillain,9,Grass,Fire,0.9,15.0,Chlorophyll,Insomnia,Moody,65,108,65,108,65,75,486,50.0,50.0
953,Rellor,9,Bug,,0.2,1.0,Compound Eyes,Shed Skin,,41,50,60,31,58,30,270,50.0,50.0
954,Rabsca,9,Bug,Psychic,0.3,3.5,Synchronize,Telepathy,,75,50,85,115,100,45,470,50.0,50.0
955,Flittle,9,Psychic,,0.2,1.5,Anticipation,Frisk,Speed Boost,30,35,30,55,30,75,255,50.0,50.0
956,Espathra,9,Psychic,,1.9,90.0,Opportunist,Frisk,Speed Boost,95,60,60,101,60,105,481,50.0,50.0
957,Tinkatink,9,Fairy,Steel,0.4,8.9,Mold Breaker,Own Tempo,Pickpocket,50,45,45,35,64,58,297,0.0,100.0
958,Tinkatuff,9,Fairy,Steel,0.7,59.1,Mold Breaker,Own Tempo,Pickpocket,65,55,55,45,82,78,380,0.0,100.0
959,Tinkaton,9,Fairy,Steel,0.7,112.8,Mold Breaker,Own Tempo,Pickpocket,85,75,77,70,105,94,506,0.0,100.0
960,Wiglett,9,Water,,1.2,1.8,Gooey,Rattled,Sand Veil,10,55,25,35,25,95,245,50.0,50.0
961,Wugtrio,9,Water,,1.2,5.4,Gooey,Rattled,Sand Veil,35,100,50,50,70,120,425,50.0,50.0
962,Bombirdier,9,Flying,Dark,1.5,42.9,Big Pecks,Keen Eye,Rocky Payload,70,103,85,60,85,82,485,50.0,50.0
963,Finizen,9,Water,,1.3,60.2,Water Veil,,,70,45,40,45,40,75,315,50.0,50.0
964,Palafin,9,Water,,1.3,60.2,Zero to Hero,,,100,70,72,53,62,100,457,50.0,50.0
965,Varoom,9,Steel,Poison,1.0,35.0,Overcoat,Slow Start,,45,70,63,30,45,47,300,50.0,50.0
966,Revavroom,9,Steel,Poison,1.8,120.0,Overcoat,Filter,,80,119,90,54,67,90,500,50.0,50.0
967,Cyclizar,9,Dragon,Normal,1.6,63.0,Shed Skin,Regenerator,,70,95,65,85,65,121,501,50.0,50.0
968,Orthworm,9,Steel,,2.5,310.0,Earth Eater,Sand Veil,,70,85,145,60,55,65,480,50.0,50.0
969,Glimmet,9,Rock,Poison,0.7,8.0,Toxic Debris,Corrosion,,48,35,42,105,60,60,350,50.0,50.0
970,Glimmora,9,Rock,Poison,1.5,45.0,Toxic Debris,Corrosion,,83,55,90,130,81,86,525,50.0,50.0
971,Greavard,9,Ghost,,0.6,35.0,Pickup,Fluffy,,50,61,60,30,55,34,290,50.0,50.0
972,Houndstone,9,Ghost,,2.0,15.0,Sand Rush,Fluffy,,72,101,100,50,97,68,488,50.0,50.0
973,Flamigo,9,Flying,Fighting,1.6,37.0,Scrappy,Tangled Feet,Costar,82,115,74,75,64,90,500,50.0,50.0
974,Cetoddle,9,Ice,,1.2,45.0,Thick Fat,Snow Cloak,Sheer Force,108,68,45,30,40,43,334,50.0,50.0
975,Cetitan,9,Ice,,4.5,700.0,Thick Fat,Slush Rush,Sheer Force,170,113,65,45,55,73,521,50.0,50.0
976,Veluza,9,Water,Psychic,2.5,90.0,Mold Breaker,Sharpness,,90,102,73,78,65,70,478,50.0,50.0
977,Dondozo,9,Water,,12.0,220.0,Unaware,Oblivious,Water Veil,150,100,115,65,65,35,530,50.0,50.0
978,Tatsugiri,9,Dragon,Water,0.3,8.0,Commander,Storm Drain,,68,50,60,120,95,82,475,50.0,50.0
979,Annihilape,9,Fighting,Ghost,1.2,56.0,Vital Spirit,Inner Focus,Defiant,110,115,80,50,90,90,535,50.0,50.0
980,Clodsire,9,Poison,Ground,1.8,223.0,Poison Point,Water Absorb,Unaware,130,75,60,45,100,20,430,50.0,50.0
981,Farigiraf,9,Normal,Psychic,3.2,160.0,Cud Chew,Armor Tail,Sap Sipper,120,90,70,110,70,60,520,50.0,50.0
982,Dudunsparce,9,Normal,,3.6,39.2,Serene Grace,Run Away,Rattled,125,100,80,85,75,55,520,50.0,50.0
983,Kingambit,9,Dark,Steel,2.0,120.0,Defiant,Supreme Overlord,Pressure,100,135,120,60,85,50,550,50.0,50.0
984,Great Tusk,9,Ground,Fighting,2.2,320.0,Protosynthesis,,,115,131,131,53,53,87,570,,
985,Scream Tail,9,Fairy,Psychic,1.2,8.0,Protosynthesis,,,115,65,99,65,115,111,570,,
986,Brute Bonnet,9,Grass,Dark,1.2,21.0,Protosynthesis,,,111,127,99,79,99,55,570,,
987,Flutter Mane,9,Ghost,Fairy,1.4,4.0,Protosynthesis,,,55,55,55,135,135,135,570,,
988,Slither Wing,9,Bug,Fighting,3.2,92.0,Protosynthesis,,,85,135,79,85,105,81,570,,
989,Sandy Shocks,9,Electric,Ground,2.3,60.0,Protosynthesis,,,85,81,97,121,85,101,570,,
990,Iron Treads,9,Ground,Steel,0.9,240.0,Quark Drive,,,90,112,120,72,70,106,570,,
991,Iron Bundle,9,Ice,Water,0.6,11.0,Quark Drive,,,56,80,114,124,60,136,570,,
992,Iron Hands,9,Fighting,Electric,1.8,380.7,Quark Drive,,,154,140,108,50,68,50,570,,
993,Iron Jugulis,9,Dark,Flying,1.3,111.0,Quark Drive,,,94,80,86,122,80,108,570,,
994,Iron Moth,9,Fire,Poison,1.2,36.0,Quark Drive,,,80,70,60,140,110,110,570,,
995,Iron Thorns,9,Rock,Electric,1.6,303.0,Quark Drive,,,100,134,110,70,84,72,570,,
996,Frigibax,9,Dragon,Ice,0.5,17.0,Thermal Exchange,Ice Body,,65,75,45,35,45,55,320,50.0,50.0
997,Arctibax,9,Dragon,Ice,0.8,30.0,Thermal Exchange,Ice Body,,90,95,66,45,65,62,423,50.0,50.0
998,Baxcalibur,9,Dragon,Ice,2.1,210.0,Thermal Exchange,Ice Body,,115,145,92,75,86,87,600,50.0,50.0
999,Gimmighoul,9,Ghost,,0.3,5.0,Rattled,,,45,30,70,75,70,10,300,,
1000,Gholdengo,9,Steel,Ghost,1.2,30.0,Good as Gold,,,87,60,95,133,91,84,550,,
1001,Wo-Chien,9,Dark,Grass,1.5,74.2,Tablets of Ruin,,,85,85,100,95,135,70,570,,
1002,Chien-Pao,9,Dark,Ice,1.9,152.2,Sword of Ruin,,,80,120,80,90,65,135,570,,
1003,Ting-Lu,9,Dark,Ground,2.7,699.7,Vessel of Ruin,,,155,110,125,55,80,45,570,,
1004,Chi-Yu,9,Dark,Fire,0.4,4.9,Beads of Ruin,,,55,80,80,135,120,100,570,,
1005,Roaring Moon,9,Dragon,Dark,2.0,380.0,Protosynthesis,,,105,139,71,55,101,119,590,,
1006,Iron Valiant,9,Fairy,Fighting,1.4,35.0,Quark Drive,,,74,130,90,120,60,116,590,,
1007,Koraidon,9,Fighting,Dragon,2.5,303.0,Orichalcum Pulse,,,100,135,115,85,100,135,670,,
1008,Miraidon,9,Electric,Dragon,3.5,240.0,Hadron Engine,,,100,85,100,135,115,135,670,,
1009,Walking Wake,9,Water,Dragon,3.5,280.0,Protosynthesis,,,99,83,91,125,83,109,590,,
1010,Iron Leaves,9,Grass,Psychic,1.5,125.0,Quark Drive,,,90,130,88,70,108,104,590,,
1011,Dipplin,9,Grass,Dragon,0.4,4.4,Supersweet Syrup,Gluttony,Sticky Hold,80,80,110,95,80,40,485,50.0,50.0
1012,Poltchageist,9,Grass,Ghost,0.1,1.1,Hospitality,Heatproof,,40,45,45,74,54,50,308,,
1013,Sinistcha,9,Grass,Ghost,0.2,2.2,Hospitality,Heatproof,,71,60,106,121,80,70,508,,
1014,Okidogi,9,Poison,Fighting,1.8,92.0,Toxic Chain,Guard Dog,,88,128,115,58,86,80,555,100.0,0.0
1015,Munkidori,9,Poison,Psychic,1.0,12.2,Toxic Chain,Frisk,,88,75,66,130,90,106,555,100.0,0.0
1016,Fezandipiti,9,Poison,Fairy,1.4,30.1,Toxic Chain,Technician,,88,91,82,70,125,99,555,100.0,0.0
1017,Ogerpon,9,Grass,,1.2,39.8,Defiant,Embody Aspect,,80,120,84,60,96,110,550,0.0,100.0
1018,Archaludon,9,Steel,Dragon,2.0,60.0,Stamina,Sturdy,Stalwart,90,105,130,125,65,85,600,50.0,50.0
1019,Hydrapple,9,Grass,Dragon,1.8,93.0,Supersweet Syrup,Regenerator,Sticky Hold,106,80,110,120,80,44,540,50.0,50.0
1020,Gouging Fire,9,Fire,Dragon,3.5,590.0,Protosynthesis,,,105,115,121,65,93,91,590,,
1021,Raging Bolt,9,Electric,Dragon,5.2,480.0,Protosynthesis,,,125,73,91,137,89,75,590,,
1022,Iron Boulder,9,Rock,Psychic,1.5,162.5,Quark Drive,,,90,120,80,68,108,124,590,,
1023,Iron Crown,9,Steel,Psychic,1.6,156.0,Quark Drive,,,90,72,100,122,108,98,590,,
1024,Terapagos,9,Normal,,0.2,6.5,Tera Shift,,,90,65,85,65,85,60,450,50.0,50.0
1025,Pecharunt,9,Poison,Ghost,0.3,0.3,Poison Puppeteer,,,88,88,160,88,88,88,600,,